datum;kraj_kod;kraj;pohlavi_kod;druh_duchodu_kod;pocet_duchodcu;prumerna_vyse_duchodu;prumerna_vyse_srazky;prumerny_vek
31.01.2016;VC.108;Kraj Vysočina;F;PK_DISABILITY_S8;406;9158;1685;51
31.01.2016;VC.108;Kraj Vysočina;F;PK_OLDAGE_S8;939;9984;1615;67
31.01.2016;VC.108;Kraj Vysočina;F;PK_PENSIONS_T1;1382;9671;1641;62
31.01.2016;VC.108;Kraj Vysočina;F;PK_POZ;37;7336;1835;56
31.01.2016;VC.108;Kraj Vysočina;M;PK_DISABILITY_S8;699;9212;1616;51
31.01.2016;VC.108;Kraj Vysočina;M;PK_OLDAGE_S8;824;10963;2141;67
31.01.2016;VC.108;Kraj Vysočina;M;PK_PENSIONS_T1;1529;10143;1897;60
31.01.2016;VC.108;Kraj Vysočina;M;PK_POZ;6;6042;1110;51
31.01.2016;VC.108;Kraj Vysočina;T;PK_DISABILITY_S8;1105;9192;1642;51
31.01.2016;VC.108;Kraj Vysočina;T;PK_OLDAGE_S8;1763;10442;1861;67
31.01.2016;VC.108;Kraj Vysočina;T;PK_PENSIONS_T1;2911;9919;1776;60
31.01.2016;VC.108;Kraj Vysočina;T;PK_POZ;43;7155;1734;56
31.01.2016;VC.116;Jihomoravský kraj;F;PK_DISABILITY_S8;1185;8687;1578;50
31.01.2016;VC.116;Jihomoravský kraj;F;PK_OLDAGE_S8;2626;9874;1580;67
31.01.2016;VC.116;Jihomoravský kraj;F;PK_PENSIONS_T1;3915;9445;1574;62
31.01.2016;VC.116;Jihomoravský kraj;F;PK_POZ;104;7279;1377;57
31.01.2016;VC.116;Jihomoravský kraj;M;PK_DISABILITY_S8;1894;8905;1570;51
31.01.2016;VC.116;Jihomoravský kraj;M;PK_OLDAGE_S8;2229;10681;1912;67
31.01.2016;VC.116;Jihomoravský kraj;M;PK_PENSIONS_T1;4133;9857;1753;60
31.01.2016;VC.116;Jihomoravský kraj;M;PK_POZ;10;6413;1097;38
31.01.2016;VC.116;Jihomoravský kraj;T;PK_DISABILITY_S8;3079;8821;1573;51
31.01.2016;VC.116;Jihomoravský kraj;T;PK_OLDAGE_S8;4855;10244;1732;67
31.01.2016;VC.116;Jihomoravský kraj;T;PK_PENSIONS_T1;8048;9657;1666;61
31.01.2016;VC.116;Jihomoravský kraj;T;PK_POZ;114;7203;1353;56
31.01.2016;VC.124;Olomoucký kraj;F;PK_DISABILITY_S8;577;8608;2287;50
31.01.2016;VC.124;Olomoucký kraj;F;PK_OLDAGE_S8;1695;9758;1980;66
31.01.2016;VC.124;Olomoucký kraj;F;PK_PENSIONS_T1;2352;9387;2049;62
31.01.2016;VC.124;Olomoucký kraj;F;PK_POZ;80;7167;1786;55
31.01.2016;VC.124;Olomoucký kraj;M;PK_DISABILITY_S8;970;8940;2031;51
31.01.2016;VC.124;Olomoucký kraj;M;PK_OLDAGE_S8;1385;10434;2019;67
31.01.2016;VC.124;Olomoucký kraj;M;PK_PENSIONS_T1;2364;9808;2026;60
31.01.2016;VC.124;Olomoucký kraj;M;PK_POZ;9;7002;2792;43
31.01.2016;VC.124;Olomoucký kraj;T;PK_DISABILITY_S8;1547;8816;2126;51
31.01.2016;VC.124;Olomoucký kraj;T;PK_OLDAGE_S8;3080;10062;1998;67
31.01.2016;VC.124;Olomoucký kraj;T;PK_PENSIONS_T1;4716;9598;2038;61
31.01.2016;VC.124;Olomoucký kraj;T;PK_POZ;89;7151;1888;54
31.01.2016;VC.132;Moravskoslezský kraj;F;PK_DISABILITY_S8;1470;8809;2361;50
31.01.2016;VC.132;Moravskoslezský kraj;F;PK_OLDAGE_S8;3632;9838;2085;67
31.01.2016;VC.132;Moravskoslezský kraj;F;PK_PENSIONS_T1;5389;9451;2151;61
31.01.2016;VC.132;Moravskoslezský kraj;F;PK_POZ;287;7844;1906;57
31.01.2016;VC.132;Moravskoslezský kraj;M;PK_DISABILITY_S8;2923;9302;2115;51
31.01.2016;VC.132;Moravskoslezský kraj;M;PK_OLDAGE_S8;3524;11723;2712;66
31.01.2016;VC.132;Moravskoslezský kraj;M;PK_PENSIONS_T1;6474;10608;2442;59
31.01.2016;VC.132;Moravskoslezský kraj;M;PK_POZ;27;6468;2554;44
31.01.2016;VC.132;Moravskoslezský kraj;T;PK_DISABILITY_S8;4393;9137;2198;51
31.01.2016;VC.132;Moravskoslezský kraj;T;PK_OLDAGE_S8;7156;10766;2394;66
31.01.2016;VC.132;Moravskoslezský kraj;T;PK_PENSIONS_T1;11863;10082;2309;60
31.01.2016;VC.132;Moravskoslezský kraj;T;PK_POZ;314;7726;1962;56
31.01.2016;VC.141;Zlínský kraj;F;PK_DISABILITY_S8;503;9105;1934;51
31.01.2016;VC.141;Zlínský kraj;F;PK_OLDAGE_S8;1138;9979;1758;66
31.01.2016;VC.141;Zlínský kraj;F;PK_PENSIONS_T1;1688;9643;1811;61
31.01.2016;VC.141;Zlínský kraj;F;PK_POZ;47;7249;1779;54
31.01.2016;VC.141;Zlínský kraj;M;PK_DISABILITY_S8;797;9396;1674;51
31.01.2016;VC.141;Zlínský kraj;M;PK_OLDAGE_S8;992;10818;2065;67
31.01.2016;VC.141;Zlínský kraj;M;PK_PENSIONS_T1;1799;10165;1890;60
31.01.2016;VC.141;Zlínský kraj;M;PK_POZ;10;6509;1705;44
31.01.2016;VC.141;Zlínský kraj;T;PK_DISABILITY_S8;1300;9284;1775;51
31.01.2016;VC.141;Zlínský kraj;T;PK_OLDAGE_S8;2130;10370;1901;67
31.01.2016;VC.141;Zlínský kraj;T;PK_PENSIONS_T1;3487;9912;1852;61
31.01.2016;VC.141;Zlínský kraj;T;PK_POZ;57;7119;1766;53
31.01.2016;VC.19;Hlavní město Praha;F;PK_DISABILITY_S8;969;9108;1663;51
31.01.2016;VC.19;Hlavní město Praha;F;PK_OLDAGE_S8;2230;10018;1737;67
31.01.2016;VC.19;Hlavní město Praha;F;PK_PENSIONS_T1;3269;9693;1700;62
31.01.2016;VC.19;Hlavní město Praha;F;PK_POZ;70;7426;1060;56
31.01.2016;VC.19;Hlavní město Praha;M;PK_DISABILITY_S8;1432;9214;1602;51
31.01.2016;VC.19;Hlavní město Praha;M;PK_OLDAGE_S8;2369;10632;2061;68
31.01.2016;VC.19;Hlavní město Praha;M;PK_PENSIONS_T1;3817;10085;1882;61
31.01.2016;VC.19;Hlavní město Praha;M;PK_POZ;16;7067;389;56
31.01.2016;VC.19;Hlavní město Praha;T;PK_DISABILITY_S8;2401;9172;1626;51
31.01.2016;VC.19;Hlavní město Praha;T;PK_OLDAGE_S8;4599;10334;1904;67
31.01.2016;VC.19;Hlavní město Praha;T;PK_PENSIONS_T1;7086;9904;1798;62
31.01.2016;VC.19;Hlavní město Praha;T;PK_POZ;86;7359;935;56
31.01.2016;VC.27;Středočeský kraj;F;PK_DISABILITY_S8;1327;8958;1753;51
31.01.2016;VC.27;Středočeský kraj;F;PK_OLDAGE_S8;3084;10064;1906;66
31.01.2016;VC.27;Středočeský kraj;F;PK_PENSIONS_T1;4555;9659;1847;61
31.01.2016;VC.27;Středočeský kraj;F;PK_POZ;144;7451;1448;57
31.01.2016;VC.27;Středočeský kraj;M;PK_DISABILITY_S8;1900;9308;1869;51
31.01.2016;VC.27;Středočeský kraj;M;PK_OLDAGE_S8;2639;10952;2139;67
31.01.2016;VC.27;Středočeský kraj;M;PK_PENSIONS_T1;4550;10255;2028;60
31.01.2016;VC.27;Středočeský kraj;M;PK_POZ;11;6755;2713;53
31.01.2016;VC.27;Středočeský kraj;T;PK_DISABILITY_S8;3227;9164;1821;51
31.01.2016;VC.27;Středočeský kraj;T;PK_OLDAGE_S8;5723;10473;2013;67
31.01.2016;VC.27;Středočeský kraj;T;PK_PENSIONS_T1;9105;9957;1937;61
31.01.2016;VC.27;Středočeský kraj;T;PK_POZ;155;7402;1538;57
31.01.2016;VC.35;Jihočeský kraj;F;PK_DISABILITY_S8;813;8318;1975;50
31.01.2016;VC.35;Jihočeský kraj;F;PK_OLDAGE_S8;1554;9969;1680;66
31.01.2016;VC.35;Jihočeský kraj;F;PK_PENSIONS_T1;2407;9367;1776;60
31.01.2016;VC.35;Jihočeský kraj;F;PK_POZ;40;7275;1421;55
31.01.2016;VC.35;Jihočeský kraj;M;PK_DISABILITY_S8;1130;8784;1824;51
31.01.2016;VC.35;Jihočeský kraj;M;PK_OLDAGE_S8;1314;10660;1953;67
31.01.2016;VC.35;Jihočeský kraj;M;PK_PENSIONS_T1;2459;9774;1896;60
31.01.2016;VC.35;Jihočeský kraj;M;PK_POZ;15;6712;2372;55
31.01.2016;VC.35;Jihočeský kraj;T;PK_DISABILITY_S8;1943;8589;1888;51
31.01.2016;VC.35;Jihočeský kraj;T;PK_OLDAGE_S8;2868;10286;1806;67
31.01.2016;VC.35;Jihočeský kraj;T;PK_PENSIONS_T1;4866;9573;1837;60
31.01.2016;VC.35;Jihočeský kraj;T;PK_POZ;55;7121;1680;55
31.01.2016;VC.43;Plzeňský kraj;F;PK_DISABILITY_S8;679;9298;1588;50
31.01.2016;VC.43;Plzeňský kraj;F;PK_OLDAGE_S8;1383;9978;1631;66
31.01.2016;VC.43;Plzeňský kraj;F;PK_PENSIONS_T1;2111;9700;1609;61
31.01.2016;VC.43;Plzeňský kraj;F;PK_POZ;49;7403;1270;58
31.01.2016;VC.43;Plzeňský kraj;M;PK_DISABILITY_S8;1106;9317;1597;51
31.01.2016;VC.43;Plzeňský kraj;M;PK_OLDAGE_S8;1261;10857;2012;67
31.01.2016;VC.43;Plzeňský kraj;M;PK_PENSIONS_T1;2374;10127;1813;59
31.01.2016;VC.43;Plzeňský kraj;M;PK_POZ;7;6548;202;53
31.01.2016;VC.43;Plzeňský kraj;T;PK_DISABILITY_S8;1785;9310;1594;50
31.01.2016;VC.43;Plzeňský kraj;T;PK_OLDAGE_S8;2644;10397;1812;67
31.01.2016;VC.43;Plzeňský kraj;T;PK_PENSIONS_T1;4485;9926;1717;60
31.01.2016;VC.43;Plzeňský kraj;T;PK_POZ;56;7296;1137;57
31.01.2016;VC.51;Karlovarský kraj;F;PK_DISABILITY_S8;436;9162;1585;51
31.01.2016;VC.51;Karlovarský kraj;F;PK_OLDAGE_S8;1265;9666;1569;66
31.01.2016;VC.51;Karlovarský kraj;F;PK_PENSIONS_T1;1755;9465;1564;62
31.01.2016;VC.51;Karlovarský kraj;F;PK_POZ;54;7187;1260;54
31.01.2016;VC.51;Karlovarský kraj;M;PK_DISABILITY_S8;702;9393;1619;51
31.01.2016;VC.51;Karlovarský kraj;M;PK_OLDAGE_S8;1048;10592;1924;67
31.01.2016;VC.51;Karlovarský kraj;M;PK_PENSIONS_T1;1756;10099;1797;60
31.01.2016;VC.51;Karlovarský kraj;M;PK_POZ;6;6617;480;48
31.01.2016;VC.51;Karlovarský kraj;T;PK_DISABILITY_S8;1138;9304;1606;51
31.01.2016;VC.51;Karlovarský kraj;T;PK_OLDAGE_S8;2313;10085;1730;67
31.01.2016;VC.51;Karlovarský kraj;T;PK_PENSIONS_T1;3511;9782;1680;61
31.01.2016;VC.51;Karlovarský kraj;T;PK_POZ;60;7130;1182;54
31.01.2016;VC.60;Ústecký kraj;F;PK_DISABILITY_S8;1621;8924;1680;50
31.01.2016;VC.60;Ústecký kraj;F;PK_OLDAGE_S8;3981;9794;1633;66
31.01.2016;VC.60;Ústecký kraj;F;PK_PENSIONS_T1;5784;9474;1623;61
31.01.2016;VC.60;Ústecký kraj;F;PK_POZ;182;7372;892;55
31.01.2016;VC.60;Ústecký kraj;M;PK_DISABILITY_S8;2603;9180;1620;50
31.01.2016;VC.60;Ústecký kraj;M;PK_OLDAGE_S8;3250;10821;1993;67
31.01.2016;VC.60;Ústecký kraj;M;PK_PENSIONS_T1;5873;10076;1825;60
31.01.2016;VC.60;Ústecký kraj;M;PK_POZ;20;5827;1243;49
31.01.2016;VC.60;Ústecký kraj;T;PK_DISABILITY_S8;4224;9082;1643;50
31.01.2016;VC.60;Ústecký kraj;T;PK_OLDAGE_S8;7231;10256;1795;67
31.01.2016;VC.60;Ústecký kraj;T;PK_PENSIONS_T1;11657;9777;1725;61
31.01.2016;VC.60;Ústecký kraj;T;PK_POZ;202;7219;927;55
31.01.2016;VC.78;Liberecký kraj;F;PK_DISABILITY_S8;726;8699;1667;51
31.01.2016;VC.78;Liberecký kraj;F;PK_OLDAGE_S8;1490;9937;1608;66
31.01.2016;VC.78;Liberecký kraj;F;PK_PENSIONS_T1;2275;9464;1620;61
31.01.2016;VC.78;Liberecký kraj;F;PK_POZ;59;6959;1352;54
31.01.2016;VC.78;Liberecký kraj;M;PK_DISABILITY_S8;1054;9222;1581;51
31.01.2016;VC.78;Liberecký kraj;M;PK_OLDAGE_S8;1296;10784;1941;67
31.01.2016;VC.78;Liberecký kraj;M;PK_PENSIONS_T1;2361;10065;1782;59
31.01.2016;VC.78;Liberecký kraj;M;PK_POZ;11;6197;2239;44
31.01.2016;VC.78;Liberecký kraj;T;PK_DISABILITY_S8;1780;9009;1616;51
31.01.2016;VC.78;Liberecký kraj;T;PK_OLDAGE_S8;2786;10330;1763;67
31.01.2016;VC.78;Liberecký kraj;T;PK_PENSIONS_T1;4636;9771;1702;60
31.01.2016;VC.78;Liberecký kraj;T;PK_POZ;70;6840;1491;52
31.01.2016;VC.86;Královéhradecký kraj;F;PK_DISABILITY_S8;689;8763;1667;50
31.01.2016;VC.86;Královéhradecký kraj;F;PK_OLDAGE_S8;1449;9932;1731;66
31.01.2016;VC.86;Královéhradecký kraj;F;PK_PENSIONS_T1;2189;9503;1719;61
31.01.2016;VC.86;Královéhradecký kraj;F;PK_POZ;51;7292;2066;54
31.01.2016;VC.86;Královéhradecký kraj;M;PK_DISABILITY_S8;1066;9207;1766;51
31.01.2016;VC.86;Královéhradecký kraj;M;PK_OLDAGE_S8;1234;10738;2049;67
31.01.2016;VC.86;Královéhradecký kraj;M;PK_PENSIONS_T1;2312;10010;1916;60
31.01.2016;VC.86;Královéhradecký kraj;M;PK_POZ;12;6416;1480;46
31.01.2016;VC.86;Královéhradecký kraj;T;PK_DISABILITY_S8;1755;9033;1727;50
31.01.2016;VC.86;Královéhradecký kraj;T;PK_OLDAGE_S8;2683;10303;1877;67
31.01.2016;VC.86;Královéhradecký kraj;T;PK_PENSIONS_T1;4501;9763;1820;60
31.01.2016;VC.86;Královéhradecký kraj;T;PK_POZ;63;7125;1955;52
31.01.2016;VC.94;Pardubický kraj;F;PK_DISABILITY_S8;580;8790;2100;50
31.01.2016;VC.94;Pardubický kraj;F;PK_OLDAGE_S8;1165;9941;1715;66
31.01.2016;VC.94;Pardubický kraj;F;PK_PENSIONS_T1;1792;9491;1851;61
31.01.2016;VC.94;Pardubický kraj;F;PK_POZ;47;7007;2155;54
31.01.2016;VC.94;Pardubický kraj;M;PK_DISABILITY_S8;876;9074;1937;50
31.01.2016;VC.94;Pardubický kraj;M;PK_OLDAGE_S8;978;10738;2007;67
31.01.2016;VC.94;Pardubický kraj;M;PK_PENSIONS_T1;1861;9941;1975;59
31.01.2016;VC.94;Pardubický kraj;M;PK_POZ;7;6937;2223;51
31.01.2016;VC.94;Pardubický kraj;T;PK_DISABILITY_S8;1456;8961;2002;50
31.01.2016;VC.94;Pardubický kraj;T;PK_OLDAGE_S8;2143;10305;1848;67
31.01.2016;VC.94;Pardubický kraj;T;PK_PENSIONS_T1;3653;9720;1914;60
31.01.2016;VC.94;Pardubický kraj;T;PK_POZ;54;6998;2164;54
29.02.2016;VC.108;Kraj Vysočina;F;PK_DISABILITY_S8;402;9166;1693;51
29.02.2016;VC.108;Kraj Vysočina;F;PK_OLDAGE_S8;939;9962;1612;67
29.02.2016;VC.108;Kraj Vysočina;F;PK_PENSIONS_T1;1377;9661;1640;62
29.02.2016;VC.108;Kraj Vysočina;F;PK_POZ;36;7320;1779;57
29.02.2016;VC.108;Kraj Vysočina;M;PK_DISABILITY_S8;686;9199;1605;51
29.02.2016;VC.108;Kraj Vysočina;M;PK_OLDAGE_S8;830;10977;2140;67
29.02.2016;VC.108;Kraj Vysočina;M;PK_PENSIONS_T1;1521;10159;1895;60
29.02.2016;VC.108;Kraj Vysočina;M;PK_POZ;5;6057;937;53
29.02.2016;VC.108;Kraj Vysočina;T;PK_DISABILITY_S8;1088;9187;1638;51
29.02.2016;VC.108;Kraj Vysočina;T;PK_OLDAGE_S8;1769;10438;1860;67
29.02.2016;VC.108;Kraj Vysočina;T;PK_PENSIONS_T1;2898;9922;1774;61
29.02.2016;VC.108;Kraj Vysočina;T;PK_POZ;41;7166;1677;57
29.02.2016;VC.116;Jihomoravský kraj;F;PK_DISABILITY_S8;1183;8662;1591;50
29.02.2016;VC.116;Jihomoravský kraj;F;PK_OLDAGE_S8;2634;9880;1567;67
29.02.2016;VC.116;Jihomoravský kraj;F;PK_PENSIONS_T1;3921;9443;1569;62
29.02.2016;VC.116;Jihomoravský kraj;F;PK_POZ;104;7294;1346;58
29.02.2016;VC.116;Jihomoravský kraj;M;PK_DISABILITY_S8;1901;8885;1579;51
29.02.2016;VC.116;Jihomoravský kraj;M;PK_OLDAGE_S8;2207;10702;1928;67
29.02.2016;VC.116;Jihomoravský kraj;M;PK_PENSIONS_T1;4118;9853;1765;60
29.02.2016;VC.116;Jihomoravský kraj;M;PK_POZ;10;6413;1098;38
29.02.2016;VC.116;Jihomoravský kraj;T;PK_DISABILITY_S8;3084;8799;1584;51
29.02.2016;VC.116;Jihomoravský kraj;T;PK_OLDAGE_S8;4841;10255;1732;67
29.02.2016;VC.116;Jihomoravský kraj;T;PK_PENSIONS_T1;8039;9653;1669;61
29.02.2016;VC.116;Jihomoravský kraj;T;PK_POZ;114;7217;1324;56
29.02.2016;VC.124;Olomoucký kraj;F;PK_DISABILITY_S8;565;8546;2319;50
29.02.2016;VC.124;Olomoucký kraj;F;PK_OLDAGE_S8;1695;9749;1967;66
29.02.2016;VC.124;Olomoucký kraj;F;PK_PENSIONS_T1;2335;9374;2049;62
29.02.2016;VC.124;Olomoucký kraj;F;PK_POZ;75;7149;1882;55
29.02.2016;VC.124;Olomoucký kraj;M;PK_DISABILITY_S8;954;8973;2031;51
29.02.2016;VC.124;Olomoucký kraj;M;PK_OLDAGE_S8;1375;10458;2012;67
29.02.2016;VC.124;Olomoucký kraj;M;PK_PENSIONS_T1;2338;9838;2023;60
29.02.2016;VC.124;Olomoucký kraj;M;PK_POZ;9;7002;2765;43
29.02.2016;VC.124;Olomoucký kraj;T;PK_DISABILITY_S8;1519;8814;2138;50
29.02.2016;VC.124;Olomoucký kraj;T;PK_OLDAGE_S8;3070;10066;1987;67
29.02.2016;VC.124;Olomoucký kraj;T;PK_PENSIONS_T1;4673;9607;2036;61
29.02.2016;VC.124;Olomoucký kraj;T;PK_POZ;84;7133;1976;54
29.02.2016;VC.132;Moravskoslezský kraj;F;PK_DISABILITY_S8;1470;8782;2362;50
29.02.2016;VC.132;Moravskoslezský kraj;F;PK_OLDAGE_S8;3646;9834;2077;67
29.02.2016;VC.132;Moravskoslezský kraj;F;PK_PENSIONS_T1;5404;9439;2152;62
29.02.2016;VC.132;Moravskoslezský kraj;F;PK_POZ;288;7794;2022;57
29.02.2016;VC.132;Moravskoslezský kraj;M;PK_DISABILITY_S8;2927;9334;2123;51
29.02.2016;VC.132;Moravskoslezský kraj;M;PK_OLDAGE_S8;3518;11730;2720;66
29.02.2016;VC.132;Moravskoslezský kraj;M;PK_PENSIONS_T1;6471;10625;2449;59
29.02.2016;VC.132;Moravskoslezský kraj;M;PK_POZ;26;6533;2539;44
29.02.2016;VC.132;Moravskoslezský kraj;T;PK_DISABILITY_S8;4397;9149;2203;51
29.02.2016;VC.132;Moravskoslezský kraj;T;PK_OLDAGE_S8;7164;10765;2393;66
29.02.2016;VC.132;Moravskoslezský kraj;T;PK_PENSIONS_T1;11875;10086;2313;60
29.02.2016;VC.132;Moravskoslezský kraj;T;PK_POZ;314;7689;2065;56
29.02.2016;VC.141;Zlínský kraj;F;PK_DISABILITY_S8;501;9111;1931;51
29.02.2016;VC.141;Zlínský kraj;F;PK_OLDAGE_S8;1138;9973;1767;66
29.02.2016;VC.141;Zlínský kraj;F;PK_PENSIONS_T1;1685;9642;1816;61
29.02.2016;VC.141;Zlínský kraj;F;PK_POZ;46;7226;1788;54
29.02.2016;VC.141;Zlínský kraj;M;PK_DISABILITY_S8;796;9378;1651;51
29.02.2016;VC.141;Zlínský kraj;M;PK_OLDAGE_S8;1007;10858;2054;67
29.02.2016;VC.141;Zlínský kraj;M;PK_PENSIONS_T1;1813;10184;1875;60
29.02.2016;VC.141;Zlínský kraj;M;PK_POZ;10;6509;1712;44
29.02.2016;VC.141;Zlínský kraj;T;PK_DISABILITY_S8;1297;9275;1759;51
29.02.2016;VC.141;Zlínský kraj;T;PK_OLDAGE_S8;2145;10389;1902;67
29.02.2016;VC.141;Zlínský kraj;T;PK_PENSIONS_T1;3498;9923;1847;61
29.02.2016;VC.141;Zlínský kraj;T;PK_POZ;56;7098;1775;53
29.02.2016;VC.19;Hlavní město Praha;F;PK_DISABILITY_S8;962;9119;1676;51
29.02.2016;VC.19;Hlavní město Praha;F;PK_OLDAGE_S8;2232;10006;1732;67
29.02.2016;VC.19;Hlavní město Praha;F;PK_PENSIONS_T1;3263;9690;1700;62
29.02.2016;VC.19;Hlavní město Praha;F;PK_POZ;69;7426;1009;55
29.02.2016;VC.19;Hlavní město Praha;M;PK_DISABILITY_S8;1407;9189;1587;51
29.02.2016;VC.19;Hlavní město Praha;M;PK_OLDAGE_S8;2384;10630;2037;68
29.02.2016;VC.19;Hlavní město Praha;M;PK_PENSIONS_T1;3808;10082;1865;62
29.02.2016;VC.19;Hlavní město Praha;M;PK_POZ;17;7180;842;53
29.02.2016;VC.19;Hlavní město Praha;T;PK_DISABILITY_S8;2369;9160;1623;51
29.02.2016;VC.19;Hlavní město Praha;T;PK_OLDAGE_S8;4616;10328;1890;67
29.02.2016;VC.19;Hlavní město Praha;T;PK_PENSIONS_T1;7071;9901;1789;62
29.02.2016;VC.19;Hlavní město Praha;T;PK_POZ;86;7378;976;55
29.02.2016;VC.27;Středočeský kraj;F;PK_DISABILITY_S8;1336;8970;1758;51
29.02.2016;VC.27;Středočeský kraj;F;PK_OLDAGE_S8;3135;10067;1900;66
29.02.2016;VC.27;Středočeský kraj;F;PK_PENSIONS_T1;4619;9664;1842;61
29.02.2016;VC.27;Středočeský kraj;F;PK_POZ;148;7412;1393;57
29.02.2016;VC.27;Středočeský kraj;M;PK_DISABILITY_S8;1898;9293;1866;51
29.02.2016;VC.27;Středočeský kraj;M;PK_OLDAGE_S8;2666;10946;2145;67
29.02.2016;VC.27;Středočeský kraj;M;PK_PENSIONS_T1;4579;10247;2030;61
29.02.2016;VC.27;Středočeský kraj;M;PK_POZ;15;6670;2396;51
29.02.2016;VC.27;Středočeský kraj;T;PK_DISABILITY_S8;3234;9160;1821;51
29.02.2016;VC.27;Středočeský kraj;T;PK_OLDAGE_S8;5801;10471;2012;67
29.02.2016;VC.27;Středočeský kraj;T;PK_PENSIONS_T1;9198;9954;1936;61
29.02.2016;VC.27;Středočeský kraj;T;PK_POZ;163;7344;1485;56
29.02.2016;VC.35;Jihočeský kraj;F;PK_DISABILITY_S8;814;8308;1984;50
29.02.2016;VC.35;Jihočeský kraj;F;PK_OLDAGE_S8;1550;9984;1682;66
29.02.2016;VC.35;Jihočeský kraj;F;PK_PENSIONS_T1;2404;9371;1779;60
29.02.2016;VC.35;Jihočeský kraj;F;PK_POZ;40;7255;1376;55
29.02.2016;VC.35;Jihočeský kraj;M;PK_DISABILITY_S8;1124;8793;1850;51
29.02.2016;VC.35;Jihočeský kraj;M;PK_OLDAGE_S8;1315;10666;1937;67
29.02.2016;VC.35;Jihočeský kraj;M;PK_PENSIONS_T1;2452;9787;1899;59
29.02.2016;VC.35;Jihočeský kraj;M;PK_POZ;13;6826;2238;54
29.02.2016;VC.35;Jihočeský kraj;T;PK_DISABILITY_S8;1938;8589;1907;51
29.02.2016;VC.35;Jihočeský kraj;T;PK_OLDAGE_S8;2865;10297;1799;67
29.02.2016;VC.35;Jihočeský kraj;T;PK_PENSIONS_T1;4856;9581;1840;60
29.02.2016;VC.35;Jihočeský kraj;T;PK_POZ;53;7150;1587;55
29.02.2016;VC.43;Plzeňský kraj;F;PK_DISABILITY_S8;674;9278;1598;50
29.02.2016;VC.43;Plzeňský kraj;F;PK_OLDAGE_S8;1393;9995;1629;66
29.02.2016;VC.43;Plzeňský kraj;F;PK_PENSIONS_T1;2116;9706;1611;60
29.02.2016;VC.43;Plzeňský kraj;F;PK_POZ;49;7394;1264;57
29.02.2016;VC.43;Plzeňský kraj;M;PK_DISABILITY_S8;1111;9306;1592;51
29.02.2016;VC.43;Plzeňský kraj;M;PK_OLDAGE_S8;1254;10872;2007;67
29.02.2016;VC.43;Plzeňský kraj;M;PK_PENSIONS_T1;2370;10128;1808;59
29.02.2016;VC.43;Plzeňský kraj;M;PK_POZ;5;6451;115;51
29.02.2016;VC.43;Plzeňský kraj;T;PK_DISABILITY_S8;1785;9295;1594;50
29.02.2016;VC.43;Plzeňský kraj;T;PK_OLDAGE_S8;2647;10410;1808;67
29.02.2016;VC.43;Plzeňský kraj;T;PK_PENSIONS_T1;4486;9929;1715;60
29.02.2016;VC.43;Plzeňský kraj;T;PK_POZ;54;7306;1157;57
29.02.2016;VC.51;Karlovarský kraj;F;PK_DISABILITY_S8;450;9132;1582;51
29.02.2016;VC.51;Karlovarský kraj;F;PK_OLDAGE_S8;1259;9657;1544;66
29.02.2016;VC.51;Karlovarský kraj;F;PK_PENSIONS_T1;1763;9448;1544;62
29.02.2016;VC.51;Karlovarský kraj;F;PK_POZ;54;7195;1217;55
29.02.2016;VC.51;Karlovarský kraj;M;PK_DISABILITY_S8;696;9393;1578;50
29.02.2016;VC.51;Karlovarský kraj;M;PK_OLDAGE_S8;1047;10597;1938;67
29.02.2016;VC.51;Karlovarský kraj;M;PK_PENSIONS_T1;1750;10100;1789;60
29.02.2016;VC.51;Karlovarský kraj;M;PK_POZ;7;6051;658;48
29.02.2016;VC.51;Karlovarský kraj;T;PK_DISABILITY_S8;1146;9290;1579;50
29.02.2016;VC.51;Karlovarský kraj;T;PK_OLDAGE_S8;2306;10084;1723;67
29.02.2016;VC.51;Karlovarský kraj;T;PK_PENSIONS_T1;3513;9773;1666;61
29.02.2016;VC.51;Karlovarský kraj;T;PK_POZ;61;7064;1152;54
29.02.2016;VC.60;Ústecký kraj;F;PK_DISABILITY_S8;1637;8901;1659;50
29.02.2016;VC.60;Ústecký kraj;F;PK_OLDAGE_S8;3970;9799;1627;66
29.02.2016;VC.60;Ústecký kraj;F;PK_PENSIONS_T1;5787;9467;1612;61
29.02.2016;VC.60;Ústecký kraj;F;PK_POZ;180;7311;850;55
29.02.2016;VC.60;Ústecký kraj;M;PK_DISABILITY_S8;2595;9162;1621;50
29.02.2016;VC.60;Ústecký kraj;M;PK_OLDAGE_S8;3265;10846;1992;67
29.02.2016;VC.60;Ústecký kraj;M;PK_PENSIONS_T1;5882;10084;1825;60
29.02.2016;VC.60;Ústecký kraj;M;PK_POZ;22;5757;1043;50
29.02.2016;VC.60;Ústecký kraj;T;PK_DISABILITY_S8;4232;9061;1636;50
29.02.2016;VC.60;Ústecký kraj;T;PK_OLDAGE_S8;7235;10271;1792;67
29.02.2016;VC.60;Ústecký kraj;T;PK_PENSIONS_T1;11669;9778;1719;61
29.02.2016;VC.60;Ústecký kraj;T;PK_POZ;202;7142;871;55
29.02.2016;VC.78;Liberecký kraj;F;PK_DISABILITY_S8;731;8696;1659;51
29.02.2016;VC.78;Liberecký kraj;F;PK_OLDAGE_S8;1498;9968;1602;66
