datum;kraj_kod;kraj;pohlavi_kod;druh_duchodu_kod;pocet_duchodcu;prumerna_vyse_duchodu;prumerna_vyse_srazky;prumerny_vek
31.05.2016;VC.132;Moravskoslezský kraj;M;PK_OLDAGE_S8;3555;11743;2760;66
31.05.2016;VC.132;Moravskoslezský kraj;M;PK_PENSIONS_T1;6463;10654;2497;59
31.05.2016;VC.132;Moravskoslezský kraj;M;PK_POZ;27;6611;2599;42
31.05.2016;VC.132;Moravskoslezský kraj;T;PK_DISABILITY_S8;4373;9133;2241;51
31.05.2016;VC.132;Moravskoslezský kraj;T;PK_OLDAGE_S8;7176;10774;2415;67
31.05.2016;VC.132;Moravskoslezský kraj;T;PK_PENSIONS_T1;11855;10089;2344;60
31.05.2016;VC.132;Moravskoslezský kraj;T;PK_POZ;306;7680;2146;56
31.05.2016;VC.141;Zlínský kraj;F;PK_DISABILITY_S8;487;9084;1991;51
31.05.2016;VC.141;Zlínský kraj;F;PK_OLDAGE_S8;1143;9983;1797;67
31.05.2016;VC.141;Zlínský kraj;F;PK_PENSIONS_T1;1682;9637;1853;61
31.05.2016;VC.141;Zlínský kraj;F;PK_POZ;52;7212;1762;53
31.05.2016;VC.141;Zlínský kraj;M;PK_DISABILITY_S8;804;9331;1680;51
31.05.2016;VC.141;Zlínský kraj;M;PK_OLDAGE_S8;992;10842;2058;67
31.05.2016;VC.141;Zlínský kraj;M;PK_PENSIONS_T1;1805;10149;1888;60
31.05.2016;VC.141;Zlínský kraj;M;PK_POZ;9;6865;1659;44
31.05.2016;VC.141;Zlínský kraj;T;PK_DISABILITY_S8;1291;9238;1797;51
31.05.2016;VC.141;Zlínský kraj;T;PK_OLDAGE_S8;2135;10382;1919;67
31.05.2016;VC.141;Zlínský kraj;T;PK_PENSIONS_T1;3487;9902;1871;61
31.05.2016;VC.141;Zlínský kraj;T;PK_POZ;61;7161;1747;52
31.05.2016;VC.19;Hlavní město Praha;F;PK_DISABILITY_S8;961;9108;1709;51
31.05.2016;VC.19;Hlavní město Praha;F;PK_OLDAGE_S8;2228;10011;1767;67
31.05.2016;VC.19;Hlavní město Praha;F;PK_PENSIONS_T1;3252;9692;1737;62
31.05.2016;VC.19;Hlavní město Praha;F;PK_POZ;63;7310;1125;56
31.05.2016;VC.19;Hlavní město Praha;M;PK_DISABILITY_S8;1392;9196;1618;51
31.05.2016;VC.19;Hlavní město Praha;M;PK_OLDAGE_S8;2393;10645;2067;68
31.05.2016;VC.19;Hlavní město Praha;M;PK_PENSIONS_T1;3807;10095;1895;62
31.05.2016;VC.19;Hlavní město Praha;M;PK_POZ;22;7195;838;51
31.05.2016;VC.19;Hlavní město Praha;T;PK_DISABILITY_S8;2353;9160;1655;51
31.05.2016;VC.19;Hlavní město Praha;T;PK_OLDAGE_S8;4621;10339;1922;67
31.05.2016;VC.19;Hlavní město Praha;T;PK_PENSIONS_T1;7059;9909;1823;62
31.05.2016;VC.19;Hlavní město Praha;T;PK_POZ;85;7280;1051;55
31.05.2016;VC.27;Středočeský kraj;F;PK_DISABILITY_S8;1326;8961;1794;51
31.05.2016;VC.27;Středočeský kraj;F;PK_OLDAGE_S8;3123;10063;1907;66
31.05.2016;VC.27;Středočeský kraj;F;PK_PENSIONS_T1;4599;9659;1857;62
31.05.2016;VC.27;Středočeský kraj;F;PK_POZ;150;7402;1381;56
31.05.2016;VC.27;Středočeský kraj;M;PK_DISABILITY_S8;1892;9288;1860;52
31.05.2016;VC.27;Středočeský kraj;M;PK_OLDAGE_S8;2705;10936;2127;67
31.05.2016;VC.27;Středočeský kraj;M;PK_PENSIONS_T1;4609;10248;2019;61
31.05.2016;VC.27;Středočeský kraj;M;PK_POZ;12;6604;2762;53
31.05.2016;VC.27;Středočeský kraj;T;PK_DISABILITY_S8;3218;9153;1832;51
31.05.2016;VC.27;Středočeský kraj;T;PK_OLDAGE_S8;5828;10468;2009;67
31.05.2016;VC.27;Středočeský kraj;T;PK_PENSIONS_T1;9208;9954;1938;61
31.05.2016;VC.27;Středočeský kraj;T;PK_POZ;162;7343;1483;56
31.05.2016;VC.35;Jihočeský kraj;F;PK_DISABILITY_S8;816;8267;2035;50
31.05.2016;VC.35;Jihočeský kraj;F;PK_OLDAGE_S8;1528;10000;1713;66
31.05.2016;VC.35;Jihočeský kraj;F;PK_PENSIONS_T1;2385;9360;1819;61
31.05.2016;VC.35;Jihočeský kraj;F;PK_POZ;41;7225;1454;56
31.05.2016;VC.35;Jihočeský kraj;M;PK_DISABILITY_S8;1115;8740;1893;51
31.05.2016;VC.35;Jihočeský kraj;M;PK_OLDAGE_S8;1330;10664;1953;67
31.05.2016;VC.35;Jihočeský kraj;M;PK_PENSIONS_T1;2456;9774;1929;60
31.05.2016;VC.35;Jihočeský kraj;M;PK_POZ;11;6954;2504;50
31.05.2016;VC.35;Jihočeský kraj;T;PK_DISABILITY_S8;1931;8540;1953;51
31.05.2016;VC.35;Jihočeský kraj;T;PK_OLDAGE_S8;2858;10309;1825;67
31.05.2016;VC.35;Jihočeský kraj;T;PK_PENSIONS_T1;4841;9570;1875;60
31.05.2016;VC.35;Jihočeský kraj;T;PK_POZ;52;7168;1676;55
31.05.2016;VC.43;Plzeňský kraj;F;PK_DISABILITY_S8;691;9223;1640;50
31.05.2016;VC.43;Plzeňský kraj;F;PK_OLDAGE_S8;1392;10014;1639;66
31.05.2016;VC.43;Plzeňský kraj;F;PK_PENSIONS_T1;2132;9699;1631;61
31.05.2016;VC.43;Plzeňský kraj;F;PK_POZ;49;7451;1292;58
31.05.2016;VC.43;Plzeňský kraj;M;PK_DISABILITY_S8;1082;9332;1626;51
31.05.2016;VC.43;Plzeňský kraj;M;PK_OLDAGE_S8;1266;10916;2079;67
31.05.2016;VC.43;Plzeňský kraj;M;PK_PENSIONS_T1;2352;10179;1867;59
31.05.2016;VC.43;Plzeňský kraj;M;PK_POZ;4;6433;110;49
31.05.2016;VC.43;Plzeňský kraj;T;PK_DISABILITY_S8;1773;9289;1632;50
31.05.2016;VC.43;Plzeňský kraj;T;PK_OLDAGE_S8;2658;10444;1848;67
31.05.2016;VC.43;Plzeňský kraj;T;PK_PENSIONS_T1;4484;9951;1755;60
31.05.2016;VC.43;Plzeňský kraj;T;PK_POZ;53;7374;1203;57
31.05.2016;VC.51;Karlovarský kraj;F;PK_DISABILITY_S8;447;9075;1591;51
31.05.2016;VC.51;Karlovarský kraj;F;PK_OLDAGE_S8;1256;9676;1572;66
31.05.2016;VC.51;Karlovarský kraj;F;PK_PENSIONS_T1;1752;9454;1571;62
31.05.2016;VC.51;Karlovarský kraj;F;PK_POZ;49;7225;1382;55
31.05.2016;VC.51;Karlovarský kraj;M;PK_DISABILITY_S8;680;9370;1593;51
31.05.2016;VC.51;Karlovarský kraj;M;PK_OLDAGE_S8;1049;10641;1989;67
31.05.2016;VC.51;Karlovarský kraj;M;PK_PENSIONS_T1;1736;10125;1828;60
31.05.2016;VC.51;Karlovarský kraj;M;PK_POZ;7;6051;654;48
31.05.2016;VC.51;Karlovarský kraj;T;PK_DISABILITY_S8;1127;9253;1592;51
31.05.2016;VC.51;Karlovarský kraj;T;PK_OLDAGE_S8;2305;10115;1762;67
31.05.2016;VC.51;Karlovarský kraj;T;PK_PENSIONS_T1;3488;9788;1699;61
31.05.2016;VC.51;Karlovarský kraj;T;PK_POZ;56;7078;1291;54
31.05.2016;VC.60;Ústecký kraj;F;PK_DISABILITY_S8;1645;8839;1663;50
31.05.2016;VC.60;Ústecký kraj;F;PK_OLDAGE_S8;3940;9811;1627;66
31.05.2016;VC.60;Ústecký kraj;F;PK_PENSIONS_T1;5763;9455;1620;61
31.05.2016;VC.60;Ústecký kraj;F;PK_POZ;178;7272;1062;55
31.05.2016;VC.60;Ústecký kraj;M;PK_DISABILITY_S8;2565;9142;1659;50
31.05.2016;VC.60;Ústecký kraj;M;PK_OLDAGE_S8;3289;10866;2008;67
31.05.2016;VC.60;Ústecký kraj;M;PK_PENSIONS_T1;5877;10094;1852;60
31.05.2016;VC.60;Ústecký kraj;M;PK_POZ;23;5876;1114;46
31.05.2016;VC.60;Ústecký kraj;T;PK_DISABILITY_S8;4210;9023;1661;50
31.05.2016;VC.60;Ústecký kraj;T;PK_OLDAGE_S8;7229;10291;1800;67
31.05.2016;VC.60;Ústecký kraj;T;PK_PENSIONS_T1;11640;9777;1737;61
31.05.2016;VC.60;Ústecký kraj;T;PK_POZ;201;7112;1068;54
31.05.2016;VC.78;Liberecký kraj;F;PK_DISABILITY_S8;728;8774;1697;51
31.05.2016;VC.78;Liberecký kraj;F;PK_OLDAGE_S8;1513;9958;1602;66
31.05.2016;VC.78;Liberecký kraj;F;PK_PENSIONS_T1;2290;9519;1626;61
31.05.2016;VC.78;Liberecký kraj;F;PK_POZ;49;7019;1306;55
31.05.2016;VC.78;Liberecký kraj;M;PK_DISABILITY_S8;1047;9208;1631;51
31.05.2016;VC.78;Liberecký kraj;M;PK_OLDAGE_S8;1309;10803;1950;67
31.05.2016;VC.78;Liberecký kraj;M;PK_PENSIONS_T1;2367;10077;1810;60
31.05.2016;VC.78;Liberecký kraj;M;PK_POZ;11;6178;2254;48
31.05.2016;VC.78;Liberecký kraj;T;PK_DISABILITY_S8;1775;9030;1658;51
31.05.2016;VC.78;Liberecký kraj;T;PK_OLDAGE_S8;2822;10351;1764;67
31.05.2016;VC.78;Liberecký kraj;T;PK_PENSIONS_T1;4657;9802;1720;60
31.05.2016;VC.78;Liberecký kraj;T;PK_POZ;60;6865;1480;53
31.05.2016;VC.86;Královéhradecký kraj;F;PK_DISABILITY_S8;696;8714;1730;50
31.05.2016;VC.86;Královéhradecký kraj;F;PK_OLDAGE_S8;1459;9919;1725;66
31.05.2016;VC.86;Královéhradecký kraj;F;PK_PENSIONS_T1;2209;9472;1742;60
31.05.2016;VC.86;Královéhradecký kraj;F;PK_POZ;54;7170;2354;52
31.05.2016;VC.86;Královéhradecký kraj;M;PK_DISABILITY_S8;1060;9176;1767;51
31.05.2016;VC.86;Královéhradecký kraj;M;PK_OLDAGE_S8;1254;10721;2051;67
31.05.2016;VC.86;Královéhradecký kraj;M;PK_PENSIONS_T1;2325;9996;1919;60
31.05.2016;VC.86;Královéhradecký kraj;M;PK_POZ;11;6464;1632;45
31.05.2016;VC.86;Královéhradecký kraj;T;PK_DISABILITY_S8;1756;8993;1752;50
31.05.2016;VC.86;Královéhradecký kraj;T;PK_OLDAGE_S8;2713;10290;1875;67
31.05.2016;VC.86;Královéhradecký kraj;T;PK_PENSIONS_T1;4534;9741;1833;60
31.05.2016;VC.86;Královéhradecký kraj;T;PK_POZ;65;7051;2232;51
31.05.2016;VC.94;Pardubický kraj;F;PK_DISABILITY_S8;599;8710;2126;50
31.05.2016;VC.94;Pardubický kraj;F;PK_OLDAGE_S8;1148;9984;1750;67
31.05.2016;VC.94;Pardubický kraj;F;PK_PENSIONS_T1;1803;9470;1883;61
31.05.2016;VC.94;Pardubický kraj;F;PK_POZ;56;7079;1988;53
31.05.2016;VC.94;Pardubický kraj;M;PK_DISABILITY_S8;882;9067;1986;50
31.05.2016;VC.94;Pardubický kraj;M;PK_OLDAGE_S8;996;10790;2060;67
31.05.2016;VC.94;Pardubický kraj;M;PK_PENSIONS_T1;1887;9965;2024;59
31.05.2016;VC.94;Pardubický kraj;M;PK_POZ;9;6790;1650;54
31.05.2016;VC.94;Pardubický kraj;T;PK_DISABILITY_S8;1481;8922;2043;50
31.05.2016;VC.94;Pardubický kraj;T;PK_OLDAGE_S8;2144;10358;1894;67
31.05.2016;VC.94;Pardubický kraj;T;PK_PENSIONS_T1;3690;9724;1955;60
31.05.2016;VC.94;Pardubický kraj;T;PK_POZ;65;7039;1942;53
30.06.2016;VC.108;Kraj Vysočina;F;PK_DISABILITY_S8;402;9011;1749;51
30.06.2016;VC.108;Kraj Vysočina;F;PK_OLDAGE_S8;953;9974;1634;67
30.06.2016;VC.108;Kraj Vysočina;F;PK_PENSIONS_T1;1389;9629;1674;62
30.06.2016;VC.108;Kraj Vysočina;F;PK_POZ;34;7266;1883;58
30.06.2016;VC.108;Kraj Vysočina;M;PK_DISABILITY_S8;686;9230;1684;50
30.06.2016;VC.108;Kraj Vysočina;M;PK_OLDAGE_S8;848;10979;2154;67
30.06.2016;VC.108;Kraj Vysočina;M;PK_PENSIONS_T1;1538;10186;1942;60
30.06.2016;VC.108;Kraj Vysočina;M;PK_POZ;4;6157;1090;47
30.06.2016;VC.108;Kraj Vysočina;T;PK_DISABILITY_S8;1088;9149;1708;51
30.06.2016;VC.108;Kraj Vysočina;T;PK_OLDAGE_S8;1801;10447;1879;67
30.06.2016;VC.108;Kraj Vysočina;T;PK_PENSIONS_T1;2927;9922;1815;61
30.06.2016;VC.108;Kraj Vysočina;T;PK_POZ;38;7149;1799;57
30.06.2016;VC.116;Jihomoravský kraj;F;PK_DISABILITY_S8;1214;8665;1633;50
30.06.2016;VC.116;Jihomoravský kraj;F;PK_OLDAGE_S8;2604;9908;1610;67
30.06.2016;VC.116;Jihomoravský kraj;F;PK_PENSIONS_T1;3918;9454;1616;62
30.06.2016;VC.116;Jihomoravský kraj;F;PK_POZ;100;7213;1554;57
30.06.2016;VC.116;Jihomoravský kraj;M;PK_DISABILITY_S8;1908;8927;1661;51
30.06.2016;VC.116;Jihomoravský kraj;M;PK_OLDAGE_S8;2207;10716;1941;68
30.06.2016;VC.116;Jihomoravský kraj;M;PK_PENSIONS_T1;4126;9878;1809;60
30.06.2016;VC.116;Jihomoravský kraj;M;PK_POZ;11;6490;1021;45
30.06.2016;VC.116;Jihomoravský kraj;T;PK_DISABILITY_S8;3122;8825;1650;51
30.06.2016;VC.116;Jihomoravský kraj;T;PK_OLDAGE_S8;4811;10278;1762;67
30.06.2016;VC.116;Jihomoravský kraj;T;PK_PENSIONS_T1;8044;9671;1715;61
30.06.2016;VC.116;Jihomoravský kraj;T;PK_POZ;111;7142;1501;56
30.06.2016;VC.124;Olomoucký kraj;F;PK_DISABILITY_S8;571;8557;2275;50
30.06.2016;VC.124;Olomoucký kraj;F;PK_OLDAGE_S8;1659;9771;2042;67
30.06.2016;VC.124;Olomoucký kraj;F;PK_PENSIONS_T1;2302;9386;2100;62
30.06.2016;VC.124;Olomoucký kraj;F;PK_POZ;72;7082;2074;56
30.06.2016;VC.124;Olomoucký kraj;M;PK_DISABILITY_S8;961;8953;2074;51
30.06.2016;VC.124;Olomoucký kraj;M;PK_OLDAGE_S8;1395;10445;2010;67
30.06.2016;VC.124;Olomoucký kraj;M;PK_PENSIONS_T1;2366;9825;2037;61
30.06.2016;VC.124;Olomoucký kraj;M;PK_POZ;10;7247;2335;39
30.06.2016;VC.124;Olomoucký kraj;T;PK_DISABILITY_S8;1532;8806;2149;50
30.06.2016;VC.124;Olomoucký kraj;T;PK_OLDAGE_S8;3054;10079;2027;67
30.06.2016;VC.124;Olomoucký kraj;T;PK_PENSIONS_T1;4668;9609;2068;61
30.06.2016;VC.124;Olomoucký kraj;T;PK_POZ;82;7102;2106;54
30.06.2016;VC.132;Moravskoslezský kraj;F;PK_DISABILITY_S8;1486;8725;2414;50
30.06.2016;VC.132;Moravskoslezský kraj;F;PK_OLDAGE_S8;3623;9828;2085;67
30.06.2016;VC.132;Moravskoslezský kraj;F;PK_PENSIONS_T1;5387;9418;2178;62
30.06.2016;VC.132;Moravskoslezský kraj;F;PK_POZ;278;7784;2124;57
30.06.2016;VC.132;Moravskoslezský kraj;M;PK_DISABILITY_S8;2886;9345;2171;51
30.06.2016;VC.132;Moravskoslezský kraj;M;PK_OLDAGE_S8;3555;11737;2762;66
30.06.2016;VC.132;Moravskoslezský kraj;M;PK_PENSIONS_T1;6469;10648;2499;59
30.06.2016;VC.132;Moravskoslezský kraj;M;PK_POZ;28;6565;2839;42
30.06.2016;VC.132;Moravskoslezský kraj;T;PK_DISABILITY_S8;4372;9134;2253;51
30.06.2016;VC.132;Moravskoslezský kraj;T;PK_OLDAGE_S8;7178;10774;2421;67
30.06.2016;VC.132;Moravskoslezský kraj;T;PK_PENSIONS_T1;11856;10089;2353;60
30.06.2016;VC.132;Moravskoslezský kraj;T;PK_POZ;306;7672;2190;56
30.06.2016;VC.141;Zlínský kraj;F;PK_DISABILITY_S8;495;9069;1992;51
30.06.2016;VC.141;Zlínský kraj;F;PK_OLDAGE_S8;1148;9963;1774;66
30.06.2016;VC.141;Zlínský kraj;F;PK_PENSIONS_T1;1692;9621;1839;61
30.06.2016;VC.141;Zlínský kraj;F;PK_POZ;49;7186;1812;53
30.06.2016;VC.141;Zlínský kraj;M;PK_DISABILITY_S8;790;9333;1678;51
30.06.2016;VC.141;Zlínský kraj;M;PK_OLDAGE_S8;986;10839;2075;67
30.06.2016;VC.141;Zlínský kraj;M;PK_PENSIONS_T1;1785;10152;1897;60
30.06.2016;VC.141;Zlínský kraj;M;PK_POZ;9;6865;1659;44
30.06.2016;VC.141;Zlínský kraj;T;PK_DISABILITY_S8;1285;9231;1799;51
30.06.2016;VC.141;Zlínský kraj;T;PK_OLDAGE_S8;2134;10368;1913;67
30.06.2016;VC.141;Zlínský kraj;T;PK_PENSIONS_T1;3477;9894;1869;61
30.06.2016;VC.141;Zlínský kraj;T;PK_POZ;58;7136;1788;52
30.06.2016;VC.19;Hlavní město Praha;F;PK_DISABILITY_S8;967;9093;1728;51
30.06.2016;VC.19;Hlavní město Praha;F;PK_OLDAGE_S8;2245;10004;1752;67
30.06.2016;VC.19;Hlavní město Praha;F;PK_PENSIONS_T1;3279;9680;1732;62
30.06.2016;VC.19;Hlavní město Praha;F;PK_POZ;67;7316;1112;56
30.06.2016;VC.19;Hlavní město Praha;M;PK_DISABILITY_S8;1394;9210;1613;51
30.06.2016;VC.19;Hlavní město Praha;M;PK_OLDAGE_S8;2418;10656;2067;68
30.06.2016;VC.19;Hlavní město Praha;M;PK_PENSIONS_T1;3835;10109;1894;62
30.06.2016;VC.19;Hlavní město Praha;M;PK_POZ;23;7186;813;49
30.06.2016;VC.19;Hlavní město Praha;T;PK_DISABILITY_S8;2361;9162;1660;51
30.06.2016;VC.19;Hlavní město Praha;T;PK_OLDAGE_S8;4663;10341;1915;67
30.06.2016;VC.19;Hlavní město Praha;T;PK_PENSIONS_T1;7114;9912;1819;62
30.06.2016;VC.19;Hlavní město Praha;T;PK_POZ;90;7282;1036;55
30.06.2016;VC.27;Středočeský kraj;F;PK_DISABILITY_S8;1327;8949;1806;51
30.06.2016;VC.27;Středočeský kraj;F;PK_OLDAGE_S8;3111;10057;1905;66
30.06.2016;VC.27;Středočeský kraj;F;PK_PENSIONS_T1;4584;9651;1862;62
30.06.2016;VC.27;Středočeský kraj;F;PK_POZ;146;7396;1471;56
30.06.2016;VC.27;Středočeský kraj;M;PK_DISABILITY_S8;1897;9282;1862;51
30.06.2016;VC.27;Středočeský kraj;M;PK_OLDAGE_S8;2719;10930;2131;67
30.06.2016;VC.27;Středočeský kraj;M;PK_PENSIONS_T1;4628;10243;2023;61
30.06.2016;VC.27;Středočeský kraj;M;PK_POZ;12;6582;2774;52
30.06.2016;VC.27;Středočeský kraj;T;PK_DISABILITY_S8;3224;9145;1839;51
30.06.2016;VC.27;Středočeský kraj;T;PK_OLDAGE_S8;5830;10464;2010;67
30.06.2016;VC.27;Středočeský kraj;T;PK_PENSIONS_T1;9212;9949;1943;61
30.06.2016;VC.27;Středočeský kraj;T;PK_POZ;158;7334;1570;56
30.06.2016;VC.35;Jihočeský kraj;F;PK_DISABILITY_S8;812;8226;2050;50
30.06.2016;VC.35;Jihočeský kraj;F;PK_OLDAGE_S8;1542;10007;1717;66
30.06.2016;VC.35;Jihočeský kraj;F;PK_PENSIONS_T1;2395;9355;1822;61
30.06.2016;VC.35;Jihočeský kraj;F;PK_POZ;41;7196;1271;56
30.06.2016;VC.35;Jihočeský kraj;M;PK_DISABILITY_S8;1109;8744;1897;51
30.06.2016;VC.35;Jihočeský kraj;M;PK_OLDAGE_S8;1335;10660;1970;67
30.06.2016;VC.35;Jihočeský kraj;M;PK_PENSIONS_T1;2456;9776;1939;60
30.06.2016;VC.35;Jihočeský kraj;M;PK_POZ;12;6869;2411;49
30.06.2016;VC.35;Jihočeský kraj;T;PK_DISABILITY_S8;1921;8525;1962;50
30.06.2016;VC.35;Jihočeský kraj;T;PK_OLDAGE_S8;2877;10310;1834;67
30.06.2016;VC.35;Jihočeský kraj;T;PK_PENSIONS_T1;4851;9569;1881;60
30.06.2016;VC.35;Jihočeský kraj;T;PK_POZ;53;7122;1529;55
30.06.2016;VC.43;Plzeňský kraj;F;PK_DISABILITY_S8;696;9213;1662;50
30.06.2016;VC.43;Plzeňský kraj;F;PK_OLDAGE_S8;1382;10014;1644;66
30.06.2016;VC.43;Plzeňský kraj;F;PK_PENSIONS_T1;2126;9693;1644;61
30.06.2016;VC.43;Plzeňský kraj;F;PK_POZ;48;7427;1421;58
30.06.2016;VC.43;Plzeňský kraj;M;PK_DISABILITY_S8;1091;9350;1644;51
30.06.2016;VC.43;Plzeňský kraj;M;PK_OLDAGE_S8;1261;10888;2079;67
30.06.2016;VC.43;Plzeňský kraj;M;PK_PENSIONS_T1;2355;10170;1875;59
30.06.2016;VC.43;Plzeňský kraj;M;PK_POZ;3;6479;134;45
30.06.2016;VC.43;Plzeňský kraj;T;PK_DISABILITY_S8;1787;9297;1651;50
30.06.2016;VC.43;Plzeňský kraj;T;PK_OLDAGE_S8;2643;10431;1851;67
30.06.2016;VC.43;Plzeňský kraj;T;PK_PENSIONS_T1;4481;9944;1765;60
30.06.2016;VC.43;Plzeňský kraj;T;PK_POZ;51;7371;1345;57
30.06.2016;VC.51;Karlovarský kraj;F;PK_DISABILITY_S8;455;9058;1584;51
30.06.2016;VC.51;Karlovarský kraj;F;PK_OLDAGE_S8;1248;9672;1571;66
30.06.2016;VC.51;Karlovarský kraj;F;PK_PENSIONS_T1;1750;9446;1570;62
30.06.2016;VC.51;Karlovarský kraj;F;PK_POZ;47;7209;1421;55
30.06.2016;VC.51;Karlovarský kraj;M;PK_DISABILITY_S8;677;9318;1627;51
30.06.2016;VC.51;Karlovarský kraj;M;PK_OLDAGE_S8;1058;10647;2015;67
30.06.2016;VC.51;Karlovarský kraj;M;PK_PENSIONS_T1;1742;10112;1858;60
30.06.2016;VC.51;Karlovarský kraj;M;PK_POZ;7;6051;654;48
30.06.2016;VC.51;Karlovarský kraj;T;PK_DISABILITY_S8;1132;9214;1610;51
30.06.2016;VC.51;Karlovarský kraj;T;PK_OLDAGE_S8;2306;10119;1775;67
30.06.2016;VC.51;Karlovarský kraj;T;PK_PENSIONS_T1;3492;9778;1714;61
30.06.2016;VC.51;Karlovarský kraj;T;PK_POZ;54;7059;1322;54
30.06.2016;VC.60;Ústecký kraj;F;PK_DISABILITY_S8;1645;8819;1661;51
30.06.2016;VC.60;Ústecký kraj;F;PK_OLDAGE_S8;3944;9815;1635;67
30.06.2016;VC.60;Ústecký kraj;F;PK_PENSIONS_T1;5768;9452;1624;61
30.06.2016;VC.60;Ústecký kraj;F;PK_POZ;179;7278;1045;55
30.06.2016;VC.60;Ústecký kraj;M;PK_DISABILITY_S8;2558;9129;1662;50
30.06.2016;VC.60;Ústecký kraj;M;PK_OLDAGE_S8;3296;10870;2017;67
30.06.2016;VC.60;Ústecký kraj;M;PK_PENSIONS_T1;5875;10095;1860;60
30.06.2016;VC.60;Ústecký kraj;M;PK_POZ;21;5990;1320;45
30.06.2016;VC.60;Ústecký kraj;T;PK_DISABILITY_S8;4203;9008;1662;50
30.06.2016;VC.60;Ústecký kraj;T;PK_OLDAGE_S8;7240;10295;1809;67
30.06.2016;VC.60;Ústecký kraj;T;PK_PENSIONS_T1;11643;9776;1743;61
30.06.2016;VC.60;Ústecký kraj;T;PK_POZ;200;7143;1074;54
30.06.2016;VC.78;Liberecký kraj;F;PK_DISABILITY_S8;738;8751;1708;51
30.06.2016;VC.78;Liberecký kraj;F;PK_OLDAGE_S8;1516;9969;1614;66
30.06.2016;VC.78;Liberecký kraj;F;PK_PENSIONS_T1;2303;9517;1638;61
30.06.2016;VC.78;Liberecký kraj;F;PK_POZ;49;7030;1317;55
30.06.2016;VC.78;Liberecký kraj;M;PK_DISABILITY_S8;1051;9225;1643;51
30.06.2016;VC.78;Liberecký kraj;M;PK_OLDAGE_S8;1319;10825;1971;67
30.06.2016;VC.78;Liberecký kraj;M;PK_PENSIONS_T1;2381;10098;1828;59
30.06.2016;VC.78;Liberecký kraj;M;PK_POZ;11;6178;2254;48
30.06.2016;VC.78;Liberecký kraj;T;PK_DISABILITY_S8;1789;9029;1670;51
30.06.2016;VC.78;Liberecký kraj;T;PK_OLDAGE_S8;2835;10368;1780;67
30.06.2016;VC.78;Liberecký kraj;T;PK_PENSIONS_T1;4684;9812;1734;60
30.06.2016;VC.78;Liberecký kraj;T;PK_POZ;60;6874;1489;53
30.06.2016;VC.86;Královéhradecký kraj;F;PK_DISABILITY_S8;701;8698;1729;50
30.06.2016;VC.86;Královéhradecký kraj;F;PK_OLDAGE_S8;1456;9923;1730;66
30.06.2016;VC.86;Královéhradecký kraj;F;PK_PENSIONS_T1;2212;9466;1748;60
30.06.2016;VC.86;Královéhradecký kraj;F;PK_POZ;55;7149;2447;52
30.06.2016;VC.86;Královéhradecký kraj;M;PK_DISABILITY_S8;1066;9137;1775;51
30.06.2016;VC.86;Královéhradecký kraj;M;PK_OLDAGE_S8;1265;10727;2052;67
30.06.2016;VC.86;Královéhradecký kraj;M;PK_PENSIONS_T1;2342;9983;1924;60
30.06.2016;VC.86;Královéhradecký kraj;M;PK_POZ;11;6464;1632;46
30.06.2016;VC.86;Královéhradecký kraj;T;PK_DISABILITY_S8;1767;8963;1757;50
30.06.2016;VC.86;Královéhradecký kraj;T;PK_OLDAGE_S8;2721;10297;1880;67
30.06.2016;VC.86;Královéhradecký kraj;T;PK_PENSIONS_T1;4554;9732;1838;60
30.06.2016;VC.86;Královéhradecký kraj;T;PK_POZ;66;7035;2311;51
30.06.2016;VC.94;Pardubický kraj;F;PK_DISABILITY_S8;601;8654;2159;50
30.06.2016;VC.94;Pardubický kraj;F;PK_OLDAGE_S8;1156;9988;1753;67
30.06.2016;VC.94;Pardubický kraj;F;PK_PENSIONS_T1;1814;9453;1895;61
30.06.2016;VC.94;Pardubický kraj;F;PK_POZ;57;7054;1975;53
30.06.2016;VC.94;Pardubický kraj;M;PK_DISABILITY_S8;883;9062;1996;50
30.06.2016;VC.94;Pardubický kraj;M;PK_OLDAGE_S8;991;10780;2076;67
30.06.2016;VC.94;Pardubický kraj;M;PK_PENSIONS_T1;1882;9957;2038;59
30.06.2016;VC.94;Pardubický kraj;M;PK_POZ;8;6948;1797;54
30.06.2016;VC.94;Pardubický kraj;T;PK_DISABILITY_S8;1484;8897;2063;50
30.06.2016;VC.94;Pardubický kraj;T;PK_OLDAGE_S8;2147;10353;1902;67
30.06.2016;VC.94;Pardubický kraj;T;PK_PENSIONS_T1;3696;9710;1967;60
30.06.2016;VC.94;Pardubický kraj;T;PK_POZ;65;7041;1953;53
31.07.2016;VC.108;Kraj Vysočina;F;PK_DISABILITY_S8;398;8969;1777;51
31.07.2016;VC.108;Kraj Vysočina;F;PK_OLDAGE_S8;955;9979;1647;67
31.07.2016;VC.108;Kraj Vysočina;F;PK_PENSIONS_T1;1388;9621;1688;62
31.07.2016;VC.108;Kraj Vysočina;F;PK_POZ;35;7262;1803;58
31.07.2016;VC.108;Kraj Vysočina;M;PK_DISABILITY_S8;698;9229;1695;50
31.07.2016;VC.108;Kraj Vysočina;M;PK_OLDAGE_S8;857;10975;2149;67
31.07.2016;VC.108;Kraj Vysočina;M;PK_PENSIONS_T1;1560;10179;1942;60
